,items,support,count,,,,
16869,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keySize=2048}""",0.511901534,37764,,
16831,"{supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.511806648,37757,
16838,"{supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keySize=2048}""",0.511806648,37757,,
16800,"{SSL3Enabled=0,supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.511779537,37755,
16807,"{SSL3Enabled=0,supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keySize=2048}""",0.511779537,37755,,
16863,"{SSL3Enabled=0,supportsRc4=false,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.511779537,37755,
16870,"{SSL3Enabled=0,supportsRc4=false,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keySize=2048}""",0.511779537,37755,,
16829,"{SSL2Enabled=0,supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.511616874,37743,
16836,"{SSL2Enabled=0,supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keySize=2048}""",0.511616874,37743,,
16798,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.511589763,37741,
16805,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keySize=2048}""",0.511589763,37741,,
16861,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.511589763,37741,
16868,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keySize=2048}""",0.511589763,37741,,
16828,"{supportsRc4=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.509570027,37592,
16844,"{supportsRc4=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.509570027,37592,,
16797,"{SSL3Enabled=0,supportsRc4=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.509542916,37590,
16813,"{SSL3Enabled=0,supportsRc4=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.509542916,37590,,
16860,"{SSL3Enabled=0,supportsRc4=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.509542916,37590,
16876,"{SSL3Enabled=0,supportsRc4=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.509542916,37590,,
16818,"{SSL2Enabled=0,supportsRc4=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.509380253,37578,
16825,"{SSL2Enabled=0,supportsRc4=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.509380253,37578,,
16787,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.509353142,37576,
16794,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.509353142,37576,,
16850,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.509353142,37576,
16857,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.509353142,37576,,
16819,"{supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.509258255,37569,
16826,"{supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.509258255,37569,,
16788,"{SSL3Enabled=0,supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.509231145,37567,
16795,"{SSL3Enabled=0,supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.509231145,37567,,
16851,"{SSL3Enabled=0,supportsRc4=false,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.509231145,37567,
16858,"{SSL3Enabled=0,supportsRc4=false,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.509231145,37567,,
16820,"{supportsRc4=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.509136258,37560
16827,"{supportsRc4=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.509136258,37560,
16789,"{SSL3Enabled=0,supportsRc4=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.509109147,37558
16796,"{SSL3Enabled=0,supportsRc4=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.509109147,37558,
16852,"{SSL3Enabled=0,supportsRc4=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.509109147,37558
16859,"{SSL3Enabled=0,supportsRc4=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.509109147,37558,
16817,"{SSL2Enabled=0,supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.509068481,37555,
16824,"{SSL2Enabled=0,supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.509068481,37555,,
16786,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.509041371,37553,
16793,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.509041371,37553,,
16849,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.509041371,37553,
16856,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.509041371,37553,,
16815,"{SSL2Enabled=0,supportsRc4=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.508946484,37546
16822,"{SSL2Enabled=0,supportsRc4=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.508946484,37546,
16784,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.508919373,37544
16791,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.508919373,37544,
16847,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.508919373,37544
16854,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.508919373,37544,
16816,"{supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.508824486,37537
16823,"{supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.508824486,37537,
16785,"{SSL3Enabled=0,supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.508797376,37535
16792,"{SSL3Enabled=0,supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.508797376,37535,
16848,"{SSL3Enabled=0,supportsRc4=false,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.508797376,37535
16855,"{SSL3Enabled=0,supportsRc4=false,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.508797376,37535,
16814,"{SSL2Enabled=0,supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.508634712,37523
16821,"{SSL2Enabled=0,supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.508634712,37523,
16123,"{ocspstapling=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.508607602,37521,
16139,"{ocspstapling=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.508607602,37521,,
16783,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.508607602,37521
16790,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.508607602,37521,
16846,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.508607602,37521
16853,"{SSL2Enabled=0,SSL3Enabled=0,supportsRc4=false,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.508607602,37521,
16115,"{ocspstapling=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.50829583,37498
16122,"{ocspstapling=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.50829583,37498,
16114,"{ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.507753619,37458,
16121,"{ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.507753619,37458,,
16268,"{ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""}""",0.507577401,37445,,,,
16111,"{ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.507441848,37435
16118,"{ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.507441848,37435,
16201,"{ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""}""",0.507211408,37418,,,
16200,"{ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""}""",0.507102966,37410,,,,
16197,"{ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""}""",0.506736973,37383,,,
16135,"{SSL2Enabled=0,ocspstapling=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.506154096,37340,,,
16128,"{SSL2Enabled=0,ocspstapling=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.506140541,37339,,
16132,"{SSL2Enabled=0,ocspstapling=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keySize=2048}""",0.505842325,37317,,
16125,"{SSL2Enabled=0,ocspstapling=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.50582877,37316,
16134,"{SSL2Enabled=0,ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""","keySize=2048}""",0.505395001,37284,,,
16127,"{SSL2Enabled=0,ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.505381446,37283,,
16131,"{SSL2Enabled=0,ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keySize=2048}""",0.505083229,37261,,
16124,"{SSL2Enabled=0,ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""}""",0.505069674,37260,
16202,"{ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.504541018,37221,,,
16194,"{ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.504202136,37196,,
16193,"{ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.504066584,37186,,,
16190,"{ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.503727702,37161,,
16199,"{SSL2Enabled=0,ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""}""",0.50341593,37138,,,,
16196,"{SSL2Enabled=0,ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""}""",0.503049938,37111,,,
16198,"{SSL2Enabled=0,ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""}""",0.502955051,37104,,,,
16195,"{SSL2Enabled=0,ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""}""",0.502589058,37077,,,
16203,"{ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","sigAlg=\""SHA256withRSA\""}""",0.500501545,36923,,,
16192,"{SSL2Enabled=0,ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.500379548,36914,,,
16113,"{SSL2Enabled=0,ocspstapling=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.50025755,36905,
16120,"{SSL2Enabled=0,ocspstapling=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.50025755,36905,,
16186,"{ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.500135553,36896,,
16185,"{ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","sigAlg=\""SHA256withRSA\""}""",0.500040666,36889,,,
16189,"{SSL2Enabled=0,ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.500040666,36889,,
16110,"{SSL2Enabled=0,ocspstapling=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.499945779,36882
16117,"{SSL2Enabled=0,ocspstapling=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.499945779,36882,
16191,"{SSL2Enabled=0,ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.499918668,36880,,,
16182,"{ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.499674673,36862,,
16188,"{SSL2Enabled=0,ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.499579786,36855,,
16112,"{SSL2Enabled=0,ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.499498455,36849,
16119,"{SSL2Enabled=0,ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.499498455,36849,,
16109,"{SSL2Enabled=0,ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.499186683,36826
16116,"{SSL2Enabled=0,ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""",keySize=2048,"sigAlg=\""SHA256withRSA\""}""",0.499186683,36826,
16187,"{ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.498210703,36754,,
16179,"{ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.497871821,36729,
16178,"{ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.497749824,36720,,
16175,"{ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.497410942,36695,
16184,"{SSL2Enabled=0,ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","sigAlg=\""SHA256withRSA\""}""",0.496922952,36659,,,
16181,"{SSL2Enabled=0,ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.496556959,36632,,
16183,"{SSL2Enabled=0,ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","sigAlg=\""SHA256withRSA\""}""",0.496462072,36625,,,
16180,"{SSL2Enabled=0,ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.49609608,36598,,
16204,"{SSL3Enabled=0,ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""}""",0.495946972,36587,,,,
16267,"{SSL3Enabled=0,ocspstapling=false,hstsPolicy.status=\absent\""}""",0.495946972,36587,,,,
16170,"{SSL3Enabled=0,ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""}""",0.495594535,36561,,,
16233,"{SSL3Enabled=0,ocspstapling=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""}""",0.495594535,36561,,,
16168,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""}""",0.495526758,36556,,,,
16231,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,hstsPolicy.status=\absent\""}""",0.495526758,36556,,,,
16169,"{SSL3Enabled=0,ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""}""",0.495513203,36555,,,,
16232,"{SSL3Enabled=0,ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""}""",0.495513203,36555,,,,
16165,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""}""",0.495174321,36530,,,
16228,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""}""",0.495174321,36530,,,
16166,"{SSL3Enabled=0,ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""}""",0.495160766,36529,,,
16229,"{SSL3Enabled=0,ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""}""",0.495160766,36529,,,
16167,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""}""",0.495106544,36525,,,,
16230,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""}""",0.495106544,36525,,,,
16164,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""}""",0.494754107,36499,,,
16227,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""}""",0.494754107,36499,,,
16177,"{SSL2Enabled=0,ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.49463211,36490,,
16174,"{SSL2Enabled=0,ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.494293228,36465,
16176,"{SSL2Enabled=0,ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.49417123,36456,,
16173,"{SSL2Enabled=0,ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.493832348,36431,
16171,"{SSL3Enabled=0,ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.492910589,36363,,,
16234,"{SSL3Enabled=0,ocspstapling=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.492910589,36363,,,
16163,"{SSL3Enabled=0,ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.492585263,36339,,
16226,"{SSL3Enabled=0,ocspstapling=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.492585263,36339,,
16161,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.492490376,36332,,,
16224,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.492490376,36332,,,
16162,"{SSL3Enabled=0,ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.49247682,36331,,,
16225,"{SSL3Enabled=0,ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.49247682,36331,,,
16158,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.492165049,36308,,
16221,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.492165049,36308,,
16159,"{SSL3Enabled=0,ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.492151494,36307,,
16222,"{SSL3Enabled=0,ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.492151494,36307,,
16160,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.492070162,36301,,,
16223,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.492070162,36301,,,
16157,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.491744835,36277,,
16220,"{SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.491744835,36277,,
16172,"{SSL3Enabled=0,ocspstapling=false,poodle=false,hstsPolicy.status=\absent\""","sigAlg=\""SHA256withRSA\""}""",0.490063981,36153,,,
