,items,support,count,,,,
9817,"{rating=A,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
9821,"{rating=A,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
9846,"{rating=A,SSL2Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
9847,"{rating=A,SSL2Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
9848,"{rating=A,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
9852,"{rating=A,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
10007,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
10008,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
10009,"{rating=A,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
10013,"{rating=A,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
10038,"{rating=A,SSL2Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
10039,"{rating=A,SSL2Enabled=0,ocspstapling=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
10040,"{rating=A,ocspstapling=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
10044,"{rating=A,ocspstapling=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
10070,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
10071,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
10072,"{rating=A,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
10076,"{rating=A,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
10101,"{rating=A,SSL2Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
10102,"{rating=A,SSL2Enabled=0,ocspstapling=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
10103,"{rating=A,ocspstapling=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
10107,"{rating=A,ocspstapling=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151629344,11186,,
3530,"{SSL2Enabled=0,ocspstapling=false,forwardSecrecy=1,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151602234,11184,
3537,"{SSL2Enabled=0,ocspstapling=false,forwardSecrecy=1,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","sigAlg=\""SHA256withRSA\""}""",0.151602234,11184,,
4494,"{forwardSecrecy=1,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151453126,11173,,,
4560,"{forwardSecrecy=1,poodle=false,hstsPolicy.status=\absent\""}""",0.151453126,11173,,,,
4486,"{forwardSecrecy=1,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151398905,11169,,
4493,"{forwardSecrecy=1,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""}""",0.151398905,11169,,,
9763,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
9764,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
9765,"{rating=A,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
9774,"{rating=A,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
9794,"{rating=A,SSL2Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
9795,"{rating=A,SSL2Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
9796,"{rating=A,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
9805,"{rating=A,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
9826,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
9827,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
9828,"{rating=A,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
9837,"{rating=A,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
9857,"{rating=A,SSL2Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
9858,"{rating=A,SSL2Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
9859,"{rating=A,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
9868,"{rating=A,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
10018,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
10019,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
10020,"{rating=A,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
10029,"{rating=A,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
10049,"{rating=A,SSL2Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
10050,"{rating=A,SSL2Enabled=0,ocspstapling=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
10051,"{rating=A,ocspstapling=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
10060,"{rating=A,ocspstapling=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
10081,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
10082,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
10083,"{rating=A,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
10092,"{rating=A,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
10112,"{rating=A,SSL2Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
10113,"{rating=A,SSL2Enabled=0,ocspstapling=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
10114,"{rating=A,ocspstapling=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
10123,"{rating=A,ocspstapling=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151249797,11158,,,
4485,"{forwardSecrecy=1,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""}""",0.151222686,11156,,,
4492,"{forwardSecrecy=1,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""}""",0.151222686,11156,,,,
4482,"{forwardSecrecy=1,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151168465,11152,,
4489,"{forwardSecrecy=1,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""}""",0.151168465,11152,,,
9748,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
9749,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
9750,"{rating=A,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
9759,"{rating=A,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
9779,"{rating=A,SSL2Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
9780,"{rating=A,SSL2Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
9781,"{rating=A,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
9790,"{rating=A,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
9811,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
9812,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
9813,"{rating=A,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
9822,"{rating=A,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
9842,"{rating=A,SSL2Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
9843,"{rating=A,SSL2Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
9844,"{rating=A,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
9853,"{rating=A,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
10003,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
10004,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
10005,"{rating=A,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
10014,"{rating=A,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
10034,"{rating=A,SSL2Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
10035,"{rating=A,SSL2Enabled=0,ocspstapling=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
10036,"{rating=A,ocspstapling=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
10045,"{rating=A,ocspstapling=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
10066,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
10067,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
10068,"{rating=A,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
10077,"{rating=A,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
10097,"{rating=A,SSL2Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
10098,"{rating=A,SSL2Enabled=0,ocspstapling=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
10099,"{rating=A,ocspstapling=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
10108,"{rating=A,ocspstapling=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","keyAlg=\""RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151114244,11148,,
8350,"{SSL3Enabled=0,ocspstapling=false,forwardSecrecy=2,poodle=false,keySize=2048,keyAlg=\RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151073578,11145,,,
8366,"{SSL3Enabled=0,ocspstapling=false,forwardSecrecy=2,poodle=false,keySize=2048,sigAlg=\SHA256withRSA\""}""",0.151073578,11145,,,,
8413,"{SSL3Enabled=0,ocspstapling=false,forwardSecrecy=2,keySize=2048,keyAlg=\RSA\""","sigAlg=\""SHA256withRSA\""}""",0.151073578,11145,,,
8429,"{SSL3Enabled=0,ocspstapling=false,forwardSecrecy=2,keySize=2048,sigAlg=\SHA256withRSA\""}""",0.151073578,11145,,,,
9760,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
9761,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
9762,"{rating=A,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
9766,"{rating=A,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
9791,"{rating=A,SSL2Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
9792,"{rating=A,SSL2Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
9793,"{rating=A,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
9797,"{rating=A,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
9823,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
9824,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
9825,"{rating=A,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
9829,"{rating=A,SSL3Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
9854,"{rating=A,SSL2Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
9855,"{rating=A,SSL2Enabled=0,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
9856,"{rating=A,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
9860,"{rating=A,ocspstapling=false,supportsRc4=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
10015,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
10016,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
10017,"{rating=A,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
10021,"{rating=A,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
10046,"{rating=A,SSL2Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
10047,"{rating=A,SSL2Enabled=0,ocspstapling=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
10048,"{rating=A,ocspstapling=false,forwardSecrecy=4,heartbleed=false,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
10052,"{rating=A,ocspstapling=false,forwardSecrecy=4,poodle=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
10078,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
10079,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
10080,"{rating=A,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
10084,"{rating=A,SSL3Enabled=0,ocspstapling=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
10109,"{rating=A,SSL2Enabled=0,ocspstapling=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
10110,"{rating=A,SSL2Enabled=0,ocspstapling=false,forwardSecrecy=4,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
10111,"{rating=A,ocspstapling=false,forwardSecrecy=4,heartbleed=false,hstsPolicy.status=\absent\""","hpkpPolicy.status=\""absent\""","keyAlg=\""RSA\""}""",0.151060023,11144,,
