"","rules","support","confidence","lift","count"
"356","{rating=T,SSL3Enabled=0,TLS1Enabled=1,TLS12Enabled=1} => {SSL2Enabled=0}",0.0362197039527192,1,1.02229674486925,2672
"353","{rating=T,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=1} => {SSL2Enabled=0}",0.0359350431057854,1,1.02229674486925,2651
"580","{rating=T,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=1,TLS12Enabled=1} => {SSL2Enabled=0}",0.0357859350431058,1,1.02229674486925,2640
"56","{rating=A+,TLS1Enabled=0} => {SSL3Enabled=0}",0.035663937537277,1,1.10498329913275,2631
"57","{rating=A+,TLS1Enabled=0} => {SSL2Enabled=0}",0.035663937537277,1,1.02229674486925,2631
"250","{rating=A+,SSL3Enabled=0,TLS1Enabled=0} => {SSL2Enabled=0}",0.035663937537277,1,1.02229674486925,2631
"251","{rating=A+,SSL2Enabled=0,TLS1Enabled=0} => {SSL3Enabled=0}",0.035663937537277,1,1.10498329913275,2631
"189","{rating=C,SSL3Enabled=0,TLS1Enabled=1} => {SSL2Enabled=0}",0.0342270780241826,1,1.02229674486925,2525
"249","{rating=A+,TLS1Enabled=0,TLS12Enabled=1} => {SSL3Enabled=0}",0.0330477688011712,1,1.10498329913275,2438
"252","{rating=A+,TLS1Enabled=0,TLS12Enabled=1} => {SSL2Enabled=0}",0.0330477688011712,1,1.02229674486925,2438
"513","{rating=A+,SSL3Enabled=0,TLS1Enabled=0,TLS12Enabled=1} => {SSL2Enabled=0}",0.0330477688011712,1,1.02229674486925,2438
"514","{rating=A+,SSL2Enabled=0,TLS1Enabled=0,TLS12Enabled=1} => {SSL3Enabled=0}",0.0330477688011712,1,1.10498329913275,2438
"71","{rating=A,TLS11Enabled=0} => {SSL3Enabled=0}",0.0315160223390988,1,1.10498329913275,2325
"285","{rating=A,SSL2Enabled=0,TLS11Enabled=0} => {SSL3Enabled=0}",0.0315024670606734,1,1.10498329913275,2324
"274","{rating=A,TLS1Enabled=0,TLS11Enabled=0} => {SSL3Enabled=0}",0.0290760722225234,1,1.10498329913275,2145
"275","{rating=A,TLS1Enabled=0,TLS11Enabled=0} => {SSL2Enabled=0}",0.0290760722225234,1,1.02229674486925,2145
"533","{rating=A,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0} => {SSL2Enabled=0}",0.0290760722225234,1,1.02229674486925,2145
"534","{rating=A,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=0} => {SSL3Enabled=0}",0.0290760722225234,1,1.10498329913275,2145
"33","{rating=C,TLS11Enabled=0} => {SSL2Enabled=0}",0.0289540747166947,1,1.02229674486925,2136
"58","{rating=A+,TLS11Enabled=0} => {SSL3Enabled=0}",0.0285474163639321,1,1.10498329913275,2106
"59","{rating=A+,TLS11Enabled=0} => {SSL2Enabled=0}",0.0285474163639321,1,1.02229674486925,2106
"256","{rating=A+,SSL3Enabled=0,TLS11Enabled=0} => {SSL2Enabled=0}",0.0285474163639321,1,1.02229674486925,2106
"257","{rating=A+,SSL2Enabled=0,TLS11Enabled=0} => {SSL3Enabled=0}",0.0285474163639321,1,1.10498329913275,2106
"244","{rating=A+,TLS1Enabled=0,TLS11Enabled=0} => {SSL3Enabled=0}",0.0277747654936832,1,1.10498329913275,2049
"245","{rating=A+,TLS1Enabled=0,TLS11Enabled=0} => {SSL2Enabled=0}",0.0277747654936832,1,1.02229674486925,2049
"504","{rating=A+,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0} => {SSL2Enabled=0}",0.0277747654936832,1,1.02229674486925,2049
"505","{rating=A+,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=0} => {SSL3Enabled=0}",0.0277747654936832,1,1.10498329913275,2049
"19","{rating=C,TLS12Enabled=0} => {SSL2Enabled=0}",0.0272732201919427,1,1.02229674486925,2012
"127","{rating=C,TLS11Enabled=0,TLS12Enabled=0} => {SSL2Enabled=0}",0.026148132082633,1,1.02229674486925,1929
"255","{rating=A+,TLS11Enabled=0,TLS12Enabled=1} => {SSL3Enabled=0}",0.0259176923494009,1,1.10498329913275,1912
