,items,support,count
168,"{rating=T,SSL2Enabled=0,SSL3Enabled=1,TLS12Enabled=1}",0.004920566,363
170,"{rating=T,SSL3Enabled=1,TLS12Enabled=1}",0.004920566,363
165,"{rating=T,SSL2Enabled=0,SSL3Enabled=1,TLS1Enabled=1,TLS12Enabled=1}",0.0048799,360
167,"{rating=T,SSL3Enabled=1,TLS1Enabled=1,TLS12Enabled=1}",0.0048799,360
144,"{rating=T,SSL2Enabled=0,TLS12Enabled=0}",0.00485279,358
246,"{rating=T,TLS12Enabled=0}",0.00485279,358
162,"{rating=T,SSL2Enabled=0,SSL3Enabled=1,TLS11Enabled=1}",0.004812124,355
172,"{rating=T,SSL3Enabled=1,TLS11Enabled=1}",0.004812124,355
381,"{rating=B,SSL2Enabled=0,SSL3Enabled=0,TLS12Enabled=0}",0.004812124,355
382,"{rating=B,SSL2Enabled=0,TLS12Enabled=0}",0.004812124,355
383,"{rating=B,SSL3Enabled=0,TLS12Enabled=0}",0.004812124,355
453,"{rating=B,TLS12Enabled=0}",0.004812124,355
159,"{rating=T,SSL2Enabled=0,SSL3Enabled=1,TLS1Enabled=1,TLS11Enabled=1}",0.004798569,354
164,"{rating=T,SSL3Enabled=1,TLS1Enabled=1,TLS11Enabled=1}",0.004798569,354
374,"{rating=B,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS12Enabled=0}",0.004798569,354
375,"{rating=B,SSL2Enabled=0,TLS1Enabled=0,TLS12Enabled=0}",0.004798569,354
376,"{rating=B,SSL3Enabled=0,TLS1Enabled=0,TLS12Enabled=0}",0.004798569,354
385,"{rating=B,TLS1Enabled=0,TLS12Enabled=0}",0.004798569,354
371,"{rating=B,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.004785013,353
372,"{rating=B,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.004785013,353
373,"{rating=B,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.004785013,353
377,"{rating=B,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.004785013,353
378,"{rating=B,SSL2Enabled=0,SSL3Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.004785013,353
379,"{rating=B,SSL2Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.004785013,353
380,"{rating=B,SSL3Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.004785013,353
384,"{rating=B,TLS11Enabled=0,TLS12Enabled=0}",0.004785013,353
161,"{rating=T,SSL2Enabled=0,SSL3Enabled=1,TLS11Enabled=1,TLS12Enabled=1}",0.004744347,350
163,"{rating=T,SSL3Enabled=1,TLS11Enabled=1,TLS12Enabled=1}",0.004744347,350
158,"{rating=T,SSL2Enabled=0,SSL3Enabled=1,TLS1Enabled=1,TLS11Enabled=1,TLS12Enabled=1}",0.004730792,349
160,"{rating=T,SSL3Enabled=1,TLS1Enabled=1,TLS11Enabled=1,TLS12Enabled=1}",0.004730792,349
508,"{rating=C,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0}",0.00464946,343
513,"{rating=C,SSL3Enabled=0,TLS1Enabled=0}",0.00464946,343
130,"{rating=T,SSL2Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.004635905,342
148,"{rating=T,TLS11Enabled=0,TLS12Enabled=0}",0.004635905,342
178,"{rating=T,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=0}",0.0043648,322
196,"{rating=T,TLS1Enabled=0,TLS11Enabled=0}",0.0043648,322
175,"{rating=T,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0}",0.004337689,320
180,"{rating=T,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0}",0.004337689,320
629,"{rating=F,TLS11Enabled=0,TLS12Enabled=1}",0.004297023,317
613,"{rating=F,TLS1Enabled=0,TLS12Enabled=1}",0.004147915,306
611,"{rating=F,SSL2Enabled=0,TLS1Enabled=0,TLS12Enabled=1}",0.004012362,296
610,"{rating=F,SSL3Enabled=0,TLS1Enabled=0,TLS12Enabled=1}",0.003985252,294
608,"{rating=F,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS12Enabled=1}",0.003931031,290
201,"{rating=T,SSL2Enabled=0,TLS1Enabled=1,TLS11Enabled=0}",0.003768367,278
211,"{rating=T,TLS1Enabled=1,TLS11Enabled=0}",0.003768367,278
143,"{rating=T,SSL2Enabled=0,SSL3Enabled=0,TLS12Enabled=0}",0.00364637,269
145,"{rating=T,SSL3Enabled=0,TLS12Enabled=0}",0.00364637,269
627,"{rating=F,SSL2Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.003619259,267
129,"{rating=T,SSL2Enabled=0,SSL3Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.003497262,258
131,"{rating=T,SSL3Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.003497262,258
207,"{rating=T,SSL2Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.003497262,258
209,"{rating=T,TLS11Enabled=0,TLS12Enabled=1}",0.003497262,258
141,"{rating=T,SSL2Enabled=0,TLS1Enabled=1,TLS12Enabled=0}",0.003402375,251
146,"{rating=T,TLS1Enabled=1,TLS12Enabled=0}",0.003402375,251
497,"{rating=C,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=0}",0.003334598,246
515,"{rating=C,TLS1Enabled=0,TLS11Enabled=0}",0.003334598,246
204,"{rating=T,SSL2Enabled=0,SSL3Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.003321043,245
206,"{rating=T,SSL3Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.003321043,245
626,"{rating=F,SSL3Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.003253267,240
127,"{rating=T,SSL2Enabled=0,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=0}",0.00318549,235
132,"{rating=T,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=0}",0.00318549,235
339,"{rating=F,TLS1Enabled=0,TLS12Enabled=0}",0.003171935,234
315,"{rating=F,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.00315838,233
313,"{rating=F,SSL2Enabled=0,TLS1Enabled=0,TLS12Enabled=0}",0.003144825,232
494,"{rating=C,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0}",0.003144825,232
499,"{rating=C,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0}",0.003144825,232
310,"{rating=F,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.003131269,231
624,"{rating=F,SSL2Enabled=0,SSL3Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.003131269,231
312,"{rating=F,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS12Enabled=0}",0.003022827,223
314,"{rating=F,SSL3Enabled=0,TLS1Enabled=0,TLS12Enabled=0}",0.003022827,223
309,"{rating=F,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.003009272,222
311,"{rating=F,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.003009272,222
177,"{rating=T,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.002914385,215
179,"{rating=T,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.002914385,215
510,"{rating=C,SSL2Enabled=0,TLS1Enabled=0,TLS12Enabled=1}",0.00290083,214
512,"{rating=C,TLS1Enabled=0,TLS12Enabled=1}",0.00290083,214
174,"{rating=T,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.002887274,213
176,"{rating=T,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.002887274,213
526,"{rating=C,SSL2Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.002805943,207
528,"{rating=C,TLS11Enabled=0,TLS12Enabled=1}",0.002805943,207
64,"{rating=F,SSL2Enabled=1,TLS12Enabled=1}",0.002629724,194
103,"{SSL2Enabled=1,TLS12Enabled=1}",0.002629724,194
393,"{rating=A+,SSL2Enabled=0,SSL3Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.002629724,194
394,"{rating=A+,SSL2Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.002629724,194
395,"{rating=A+,SSL3Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.002629724,194
396,"{rating=A+,SSL2Enabled=0,SSL3Enabled=0,TLS12Enabled=0}",0.002629724,194
397,"{rating=A+,SSL2Enabled=0,TLS12Enabled=0}",0.002629724,194
398,"{rating=A+,SSL3Enabled=0,TLS12Enabled=0}",0.002629724,194
399,"{rating=A+,TLS11Enabled=0,TLS12Enabled=0}",0.002629724,194
452,"{rating=A+,TLS12Enabled=0}",0.002629724,194
386,"{rating=A+,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.002616169,193
387,"{rating=A+,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.002616169,193
388,"{rating=A+,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.002616169,193
389,"{rating=A+,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS12Enabled=0}",0.002616169,193
390,"{rating=A+,SSL2Enabled=0,TLS1Enabled=0,TLS12Enabled=0}",0.002616169,193
391,"{rating=A+,SSL3Enabled=0,TLS1Enabled=0,TLS12Enabled=0}",0.002616169,193
392,"{rating=A+,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.002616169,193
400,"{rating=A+,TLS1Enabled=0,TLS12Enabled=0}",0.002616169,193
507,"{rating=C,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS12Enabled=1}",0.002521282,186
509,"{rating=C,SSL3Enabled=0,TLS1Enabled=0,TLS12Enabled=1}",0.002521282,186
61,"{rating=F,SSL2Enabled=1,TLS1Enabled=1,TLS12Enabled=1}",0.002494171,184
100,"{SSL2Enabled=1,TLS1Enabled=1,TLS12Enabled=1}",0.002494171,184
198,"{rating=T,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=0}",0.002480616,183
203,"{rating=T,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=0}",0.002480616,183
991,"{rating=A,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=0}",0.00243995,180
999,"{rating=A,TLS1Enabled=1,TLS11Enabled=0}",0.00243995,180
986,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=0}",0.002426395,179
989,"{rating=A,SSL2Enabled=0,TLS1Enabled=1,TLS11Enabled=0}",0.002426395,179
985,"{rating=A,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.002399284,177
987,"{rating=A,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.002399284,177
988,"{rating=A,SSL2Enabled=0,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.002399284,177
990,"{rating=A,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.002399284,177
39,"{rating=F,SSL2Enabled=1,SSL3Enabled=1,TLS12Enabled=1}",0.002385729,176
78,"{SSL2Enabled=1,SSL3Enabled=1,TLS12Enabled=1}",0.002385729,176
38,"{rating=F,SSL2Enabled=1,SSL3Enabled=1,TLS1Enabled=1,TLS12Enabled=1}",0.002304397,170
77,"{SSL2Enabled=1,SSL3Enabled=1,TLS1Enabled=1,TLS12Enabled=1}",0.002304397,170
599,"{rating=F,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.002263731,167
705,"{SSL3Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.002263731,167
748,"{rating=A-,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.00220951,163
749,"{rating=A-,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=0}",0.00220951,163
750,"{rating=A-,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.00220951,163
751,"{rating=A-,SSL2Enabled=0,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.00220951,163
752,"{rating=A-,SSL2Enabled=0,TLS1Enabled=1,TLS11Enabled=0}",0.00220951,163
753,"{rating=A-,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.00220951,163
754,"{rating=A-,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=0}",0.00220951,163
762,"{rating=A-,TLS1Enabled=1,TLS11Enabled=0}",0.00220951,163
140,"{rating=T,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=1,TLS12Enabled=0}",0.002195955,162
142,"{rating=T,SSL3Enabled=0,TLS1Enabled=1,TLS12Enabled=0}",0.002195955,162
597,"{rating=F,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.002155289,159
264,"{rating=C,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS12Enabled=0}",0.002128179,157
265,"{rating=C,SSL2Enabled=0,TLS1Enabled=0,TLS12Enabled=0}",0.002128179,157
266,"{rating=C,SSL3Enabled=0,TLS1Enabled=0,TLS12Enabled=0}",0.002128179,157
292,"{rating=C,TLS1Enabled=0,TLS12Enabled=0}",0.002128179,157
448,"{TLS11Enabled=1,TLS12Enabled=0}",0.002128179,157
596,"{rating=F,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.002128179,157
67,"{rating=F,SSL2Enabled=1,TLS11Enabled=1}",0.002087513,154
106,"{SSL2Enabled=1,TLS11Enabled=1}",0.002087513,154
594,"{rating=F,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.002087513,154
184,"{rating=T,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=1,TLS12Enabled=1}",0.002073958,153
185,"{rating=T,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=1}",0.002073958,153
186,"{rating=T,TLS1Enabled=0,TLS11Enabled=1,TLS12Enabled=1}",0.002073958,153
195,"{rating=T,TLS1Enabled=0,TLS11Enabled=1}",0.002073958,153
59,"{rating=F,SSL2Enabled=1,TLS1Enabled=1,TLS11Enabled=1}",0.002060402,152
98,"{SSL2Enabled=1,TLS1Enabled=1,TLS11Enabled=1}",0.002060402,152
181,"{rating=T,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=1,TLS12Enabled=1}",0.002060402,152
182,"{rating=T,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=1}",0.002060402,152
183,"{rating=T,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=1,TLS12Enabled=1}",0.002060402,152
187,"{rating=T,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=1}",0.002060402,152
683,"{rating=B,SSL2Enabled=0,SSL3Enabled=1,TLS12Enabled=1}",0.002060402,152
684,"{rating=B,SSL2Enabled=0,SSL3Enabled=1}",0.002060402,152
685,"{rating=B,SSL3Enabled=1,TLS12Enabled=1}",0.002060402,152
724,"{rating=B,SSL3Enabled=1}",0.002060402,152
126,"{rating=T,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=0}",0.002046847,151
128,"{rating=T,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=0}",0.002046847,151
622,"{rating=F,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.002033292,150
680,"{rating=B,SSL2Enabled=0,SSL3Enabled=1,TLS1Enabled=1,TLS12Enabled=1}",0.002033292,150
681,"{rating=B,SSL2Enabled=0,SSL3Enabled=1,TLS1Enabled=1}",0.002033292,150
682,"{rating=B,SSL3Enabled=1,TLS1Enabled=1,TLS12Enabled=1}",0.002033292,150
686,"{rating=B,SSL3Enabled=1,TLS1Enabled=1}",0.002033292,150
438,"{SSL2Enabled=0,TLS11Enabled=1,TLS12Enabled=0}",0.001992626,147
822,"{rating=B,SSL2Enabled=0,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.001992626,147
823,"{rating=B,SSL2Enabled=0,TLS1Enabled=1,TLS11Enabled=0}",0.001992626,147
824,"{rating=B,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.001992626,147
833,"{rating=B,TLS1Enabled=1,TLS11Enabled=0}",0.001992626,147
258,"{rating=C,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.001979071,146
259,"{rating=C,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.001979071,146
260,"{rating=C,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.001979071,146
268,"{rating=C,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.001979071,146
41,"{rating=F,SSL2Enabled=1,SSL3Enabled=1,TLS11Enabled=1}",0.001965515,145
80,"{SSL2Enabled=1,SSL3Enabled=1,TLS11Enabled=1}",0.001965515,145
37,"{rating=F,SSL2Enabled=1,SSL3Enabled=1,TLS1Enabled=1,TLS11Enabled=1}",0.00195196,144
57,"{rating=F,SSL2Enabled=1,TLS11Enabled=1,TLS12Enabled=1}",0.00195196,144
76,"{SSL2Enabled=1,SSL3Enabled=1,TLS1Enabled=1,TLS11Enabled=1}",0.00195196,144
96,"{SSL2Enabled=1,TLS11Enabled=1,TLS12Enabled=1}",0.00195196,144
440,"{TLS1Enabled=1,TLS11Enabled=1,TLS12Enabled=0}",0.00195196,144
523,"{rating=C,SSL2Enabled=0,SSL3Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.001938405,143
525,"{rating=C,SSL3Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.001938405,143
54,"{rating=F,SSL2Enabled=1,TLS1Enabled=1,TLS11Enabled=1,TLS12Enabled=1}",0.00192485,142
93,"{SSL2Enabled=1,TLS1Enabled=1,TLS11Enabled=1,TLS12Enabled=1}",0.00192485,142
615,"{rating=F,TLS1Enabled=0,TLS11Enabled=1}",0.001897739,140
606,"{rating=F,TLS1Enabled=0,TLS11Enabled=1,TLS12Enabled=1}",0.001884184,139
673,"{rating=B,SSL2Enabled=0,SSL3Enabled=1,TLS1Enabled=1,TLS11Enabled=1,TLS12Enabled=1}",0.001884184,139
674,"{rating=B,SSL2Enabled=0,SSL3Enabled=1,TLS1Enabled=1,TLS11Enabled=1}",0.001884184,139
675,"{rating=B,SSL3Enabled=1,TLS1Enabled=1,TLS11Enabled=1,TLS12Enabled=1}",0.001884184,139
676,"{rating=B,SSL2Enabled=0,SSL3Enabled=1,TLS11Enabled=1,TLS12Enabled=1}",0.001884184,139
677,"{rating=B,SSL2Enabled=0,SSL3Enabled=1,TLS11Enabled=1}",0.001884184,139
678,"{rating=B,SSL3Enabled=1,TLS11Enabled=1,TLS12Enabled=1}",0.001884184,139
679,"{rating=B,SSL3Enabled=1,TLS1Enabled=1,TLS11Enabled=1}",0.001884184,139
687,"{rating=B,SSL3Enabled=1,TLS11Enabled=1}",0.001884184,139
702,"{SSL3Enabled=1,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.001884184,139
605,"{rating=F,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=1}",0.001870628,138
607,"{rating=F,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=1}",0.001870628,138
602,"{rating=F,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=1}",0.001857073,137
603,"{rating=F,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=1,TLS12Enabled=1}",0.001857073,137
604,"{rating=F,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=1,TLS12Enabled=1}",0.001857073,137
601,"{rating=F,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=1,TLS12Enabled=1}",0.001843518,136
819,"{rating=B,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.001843518,136
820,"{rating=B,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=0}",0.001843518,136
821,"{rating=B,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.001843518,136
825,"{rating=B,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=0}",0.001843518,136
36,"{rating=F,SSL2Enabled=1,SSL3Enabled=1,TLS11Enabled=1,TLS12Enabled=1}",0.001829963,135
75,"{SSL2Enabled=1,SSL3Enabled=1,TLS11Enabled=1,TLS12Enabled=1}",0.001829963,135
35,"{rating=F,SSL2Enabled=1,SSL3Enabled=1,TLS1Enabled=1,TLS11Enabled=1,TLS12Enabled=1}",0.001816407,134
74,"{SSL2Enabled=1,SSL3Enabled=1,TLS1Enabled=1,TLS11Enabled=1,TLS12Enabled=1}",0.001816407,134
435,"{SSL2Enabled=0,TLS1Enabled=1,TLS11Enabled=1,TLS12Enabled=0}",0.001816407,134
356,"{rating=A-,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.001762186,130
357,"{rating=A-,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.001762186,130
358,"{rating=A-,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.001762186,130
359,"{rating=A-,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS12Enabled=0}",0.001762186,130
360,"{rating=A-,SSL2Enabled=0,TLS1Enabled=0,TLS12Enabled=0}",0.001762186,130
361,"{rating=A-,SSL3Enabled=0,TLS1Enabled=0,TLS12Enabled=0}",0.001762186,130
362,"{rating=A-,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.001762186,130
363,"{rating=A-,SSL2Enabled=0,SSL3Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.001762186,130
364,"{rating=A-,SSL2Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.001762186,130
365,"{rating=A-,SSL3Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.001762186,130
366,"{rating=A-,SSL2Enabled=0,SSL3Enabled=0,TLS12Enabled=0}",0.001762186,130
367,"{rating=A-,SSL2Enabled=0,TLS12Enabled=0}",0.001762186,130
368,"{rating=A-,SSL3Enabled=0,TLS12Enabled=0}",0.001762186,130
369,"{rating=A-,TLS11Enabled=0,TLS12Enabled=0}",0.001762186,130
370,"{rating=A-,TLS1Enabled=0,TLS12Enabled=0}",0.001762186,130
454,"{rating=A-,TLS12Enabled=0}",0.001762186,130
703,"{SSL2Enabled=0,SSL3Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.001707965,126
504,"{rating=C,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=1}",0.00169441,125
514,"{rating=C,TLS1Enabled=0,TLS11Enabled=1}",0.00169441,125
503,"{rating=C,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=1,TLS12Enabled=1}",0.001545302,114
505,"{rating=C,TLS1Enabled=0,TLS11Enabled=1,TLS12Enabled=1}",0.001545302,114
501,"{rating=C,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=1}",0.001504636,111
506,"{rating=C,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=1}",0.001504636,111
620,"{rating=F,SSL2Enabled=0,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.00146397,108
119,"{rating=T,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.001450415,107
120,"{rating=T,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.001450415,107
121,"{rating=T,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.001450415,107
122,"{rating=T,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS12Enabled=0}",0.001450415,107
123,"{rating=T,SSL2Enabled=0,TLS1Enabled=0,TLS12Enabled=0}",0.001450415,107
124,"{rating=T,SSL3Enabled=0,TLS1Enabled=0,TLS12Enabled=0}",0.001450415,107
125,"{rating=T,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=0}",0.001450415,107
149,"{rating=T,TLS1Enabled=0,TLS12Enabled=0}",0.001450415,107
519,"{rating=C,SSL2Enabled=0,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.001450415,107
521,"{rating=C,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.001450415,107
700,"{SSL2Enabled=0,SSL3Enabled=1,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=1}",0.001396194,103
496,"{rating=C,SSL2Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.001355528,100
498,"{rating=C,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.001355528,100
500,"{rating=C,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=1,TLS12Enabled=1}",0.001355528,100
502,"{rating=C,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=1,TLS12Enabled=1}",0.001355528,100
437,"{SSL2Enabled=0,SSL3Enabled=0,TLS11Enabled=1,TLS12Enabled=0}",0.001328417,98
439,"{SSL3Enabled=0,TLS11Enabled=1,TLS12Enabled=0}",0.001328417,98
155,"{rating=T,SSL2Enabled=0,SSL3Enabled=1,TLS11Enabled=0}",0.001314862,97
173,"{rating=T,SSL3Enabled=1,TLS11Enabled=0}",0.001314862,97
152,"{rating=T,SSL2Enabled=0,SSL3Enabled=1,TLS1Enabled=1,TLS11Enabled=0}",0.001287751,95
157,"{rating=T,SSL3Enabled=1,TLS1Enabled=1,TLS11Enabled=0}",0.001287751,95
115,"{rating=T,SSL2Enabled=0,SSL3Enabled=1,TLS1Enabled=1,TLS12Enabled=0}",0.00120642,89
116,"{rating=T,SSL2Enabled=0,SSL3Enabled=1,TLS12Enabled=0}",0.00120642,89
117,"{rating=T,SSL3Enabled=1,TLS1Enabled=1,TLS12Enabled=0}",0.00120642,89
150,"{rating=T,SSL3Enabled=1,TLS12Enabled=0}",0.00120642,89
493,"{rating=C,SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.001165754,86
495,"{rating=C,SSL3Enabled=0,TLS1Enabled=0,TLS11Enabled=0,TLS12Enabled=1}",0.001165754,86
434,"{SSL2Enabled=0,SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=1,TLS12Enabled=0}",0.001152199,85
436,"{SSL3Enabled=0,TLS1Enabled=1,TLS11Enabled=1,TLS12Enabled=0}",0.001152199,85
112,"{rating=T,SSL2Enabled=0,SSL3Enabled=1,TLS1Enabled=1,TLS11Enabled=0,TLS12Enabled=0}",0.001138643,84
113,"{rating=T,SSL2Enabled=0,SSL3Enabled=1,TLS11Enabled=0,TLS12Enabled=0}",0.001138643,84
