"id","attempts","BestRating","PoorestRating"
5993,"1","Err","Err"
6001,"1","Err","Err"
6008,"1","Err","Err"
6017,"1","Err","Err"
6022,"1","Err","Err"
6023,"1","",""
6030,"1","Err","Err"
6031,"1","Err","Err"
6035,"1","Err","Err"
6041,"1","Err","Err"
6052,"1","",""
6059,"1","Err","Err"
6067,"1","Err","Err"
6075,"1","Err","Err"
6084,"1","Err","Err"
6085,"1","Err","Err"
6111,"1","A-","A-"
6115,"1","Err","Err"
6125,"1","Err","Err"
6142,"1","B","B"
6144,"1","Err","Err"
6150,"1","Err","Err"
6163,"1","Err","Err"
6176,"1","Err","Err"
6182,"1","Err","Err"
6185,"1","",""
6196,"1","",""
6197,"1","Err","Err"
6200,"1","Err","Err"
6223,"1","Err","Err"
6239,"1","Err","Err"
6240,"1","",""
6242,"1","Err","Err"
6263,"1","Err","Err"
6265,"1","Err","Err"
6270,"1","Err","Err"
6285,"1","Err","Err"
6290,"1","Err","Err"
6291,"1","Err","Err"
6301,"1","Err","Err"
6306,"1","Err","Err"
6328,"1","Err","Err"
6337,"1","Err","Err"
6354,"1","Err","Err"
6373,"1","Err","Err"
6377,"1","Err","Err"
6395,"1","",""
6406,"1","Err","Err"
6413,"1","Err","Err"
6414,"1","Err","Err"
6434,"1","Err","Err"
6440,"1","Err","Err"
6441,"1","Err","Err"
6445,"1","Err","Err"
6446,"1","Err","Err"
6453,"1","Err","Err"
6455,"1","Err","Err"
6460,"1","Err","Err"
6471,"1","F","F"
6477,"1","Err","Err"
6490,"1","Err","Err"
6504,"1","Err","Err"
6508,"1","Err","Err"
6523,"1","Err","Err"
6527,"1","Err","Err"
6530,"1","",""
6533,"1","Err","Err"
6566,"1","Err","Err"
6568,"1","Err","Err"
6571,"1","Err","Err"
6573,"1","Err","Err"
6575,"1","Err","Err"
6584,"1","Err","Err"
6585,"1","Err","Err"
6596,"1","Err","Err"
6610,"1","Err","Err"
6614,"1","Err","Err"
6621,"1","Err","Err"
6629,"1","Err","Err"
6636,"1","Err","Err"
6638,"1","Err","Err"
6641,"1","Err","Err"
6671,"1","Err","Err"
6676,"1","Err","Err"
6682,"1","Err","Err"
6685,"1","Err","Err"
6702,"1","Err","Err"
6705,"1","Err","Err"
6706,"1","Err","Err"
6713,"1","Err","Err"
6714,"1","Err","Err"
6740,"1","",""
6741,"1","",""
6743,"1","Err","Err"
6746,"1","Err","Err"
6752,"1","Err","Err"
6763,"1","Err","Err"
6770,"1","Err","Err"
6772,"1","Err","Err"
6775,"1","Err","Err"
6781,"1","Err","Err"
6789,"1","Err","Err"
6790,"1","Err","Err"
6792,"1","Err","Err"
6801,"1","Err","Err"
6805,"1","Err","Err"
6813,"1","Err","Err"
6816,"1","Err","Err"
6818,"1","Err","Err"
6820,"1","Err","Err"
6822,"1","Err","Err"
6826,"1","Err","Err"
6829,"1","Err","Err"
6835,"1","Err","Err"
6850,"1","Err","Err"
6854,"1","Err","Err"
6860,"1","Err","Err"
6877,"1","Err","Err"
6889,"1","Err","Err"
6890,"1","Err","Err"
6894,"1","Err","Err"
6911,"1","Err","Err"
6928,"1","",""
6933,"1","Err","Err"
6939,"1","Err","Err"
6945,"1","Err","Err"
6946,"1","Err","Err"
6953,"1","Err","Err"
6979,"1","Err","Err"
6982,"1","Err","Err"
7014,"1","Err","Err"
7034,"1","Err","Err"
7051,"1","Err","Err"
7053,"1","Err","Err"
7061,"1","Err","Err"
7074,"1","Err","Err"
7078,"1","Err","Err"
7079,"1","Err","Err"
7083,"1","Err","Err"
7097,"1","Err","Err"
7105,"1","Err","Err"
7140,"1","Err","Err"
7144,"1","Err","Err"
7157,"1","Err","Err"
7174,"1","Err","Err"
7180,"1","Err","Err"
7183,"1","Err","Err"
7190,"1","Err","Err"
7197,"1","Err","Err"
7207,"1","Err","Err"
7208,"1","Err","Err"
7210,"1","Err","Err"
7219,"1","Err","Err"
7226,"1","",""
7227,"1","Err","Err"
7230,"1","Err","Err"
7251,"1","Err","Err"
7264,"1","Err","Err"
7268,"1","Err","Err"
7316,"1","Err","Err"
7325,"1","Err","Err"
7332,"1","Err","Err"
7414,"1","Err","Err"
7425,"1","Err","Err"
7439,"1","Err","Err"
7475,"1","Err","Err"
7488,"1","Err","Err"
7494,"1","Err","Err"
7497,"1","Err","Err"
7513,"1","Err","Err"
7519,"1","Err","Err"
7522,"1","Err","Err"
7530,"1","Err","Err"
7544,"1","Err","Err"
7549,"1","A-","A-"
7551,"1","Err","Err"
7585,"1","",""
7586,"1","Err","Err"
7587,"1","Err","Err"
7610,"1","Err","Err"
7629,"1","Err","Err"
7633,"1","Err","Err"
7648,"1","Err","Err"
7651,"1","Err","Err"
7652,"1","Err","Err"
7653,"1","Err","Err"
7654,"1","Err","Err"
7658,"1","Err","Err"
7660,"1","Err","Err"
7669,"1","Err","Err"
7671,"1","Err","Err"
7696,"1","Err","Err"
7697,"1","Err","Err"
7706,"1","Err","Err"
7707,"1","Err","Err"
7735,"1","Err","Err"
7741,"1","Err","Err"
7745,"1","Err","Err"
7748,"1","Err","Err"
7751,"1","Err","Err"
7752,"1","Err","Err"
7754,"1","Err","Err"
7756,"1","Err","Err"
7763,"1","Err","Err"
7806,"1","Err","Err"
7819,"1","Err","Err"
7832,"1","Err","Err"
7835,"1","Err","Err"
7843,"1","Err","Err"
7845,"1","Err","Err"
7853,"1","Err","Err"
7855,"1","Err","Err"
7862,"1","Err","Err"
7897,"1","Err","Err"
7900,"1","Err","Err"
7907,"1","Err","Err"
7912,"1","Err","Err"
7918,"1","Err","Err"
7937,"1","Err","Err"
7938,"1","Err","Err"
7942,"1","Err","Err"
7952,"1","Err","Err"
7955,"1","Err","Err"
7960,"1","Err","Err"
7967,"1","Err","Err"
7980,"1","Err","Err"
8019,"1","Err","Err"
8033,"1","Err","Err"
8041,"1","A","A"
8045,"1","Err","Err"
8052,"1","Err","Err"
8068,"1","Err","Err"
8077,"1","Err","Err"
8078,"1","Err","Err"
8086,"1","Err","Err"
8094,"1","Err","Err"
8098,"1","Err","Err"
8117,"1","A","A"
8120,"1","Err","Err"
8129,"1","Err","Err"
8138,"1","Err","Err"
8139,"1","Err","Err"
8141,"1","Err","Err"
8150,"1","Err","Err"
8153,"1","Err","Err"
8155,"1","Err","Err"
8165,"1","Err","Err"
8168,"1","Err","Err"
8176,"1","A-","A-"
8181,"1","Err","Err"
8223,"1","Err","Err"
8227,"1","Err","Err"
8229,"1","Err","Err"
