"","rules","support","confidence","lift","count"
"115","{rating=A+,keySize=256,sigAlg=\"SHA256withRSA\"} => {keyAlg=\"EC\"}",0.00162663341105026,1,24.7557046979866,120
"22","{rating=T,keySize=null} => {keyAlg=null}",0.00149108062679607,1,46.6026531901453,110
"23","{rating=T,keyAlg=null} => {keySize=null}",0.00149108062679607,1,46.6026531901453,110
"36","{rating=T,keySize=null} => {sigAlg=null}",0.00149108062679607,1,46.6026531901453,110
"37","{rating=T,sigAlg=null} => {keySize=null}",0.00149108062679607,1,46.6026531901453,110
"50","{rating=T,keyAlg=null} => {sigAlg=null}",0.00149108062679607,1,46.6026531901453,110
"51","{rating=T,sigAlg=null} => {keyAlg=null}",0.00149108062679607,1,46.6026531901453,110
"92","{rating=T,keySize=null,keyAlg=null} => {sigAlg=null}",0.00149108062679607,1,46.6026531901453,110
"93","{rating=T,keySize=null,sigAlg=null} => {keyAlg=null}",0.00149108062679607,1,46.6026531901453,110
"94","{rating=T,keyAlg=null,sigAlg=null} => {keySize=null}",0.00149108062679607,1,46.6026531901453,110
"15","{rating=F,keySize=1024} => {keyAlg=\"RSA\"}",0.00140974895624356,1,1.06596153568281,104
"89","{rating=T,keySize=1024,sigAlg=\"SHA1withRSA\"} => {keyAlg=\"RSA\"}",0.00112508810930977,1,1.06596153568281,83
"1","{sigAlg=\"SHA512withRSA\"} => {keyAlg=\"RSA\"}",0.00111153283088435,1,1.06596153568281,82
